data;

 param time := 10 ;

 param netTime := 6 ;

 param Warmup := 2 ;

 set SPECS := sp1  sp2  sp3  sp4   ; 

 set INPUTS := f1  f2  f3  f4  f5  f6  f7  f8   ; 

 param:    POOLS:   fixcost  :=
 	 pl1 	 146
 	 pl2 	 141
 	 pl3 	 131
 	 pl4 	 129
 	 pl5 	 122
 	 pl6 	 127
 	 pl7 	 121
 	 pl8 	 122
 	 pl9 	 110
 	 pl10 	 141 ; 

 param:   BLENDS:   revenue   initialinv  :=
  	 B1  	  47 		 27
  	 B2  	  43 		 29
  	 B3  	  48 		 28
  	 B4  	  39 		 32
  	 B5  	  47 		 32 ; 

 param 			 prodrate: 
		1 	 2 	 3 	 4 	 5 	 6 	 7 	 8 	 9 	 10 	  	 := 
 f1 		 45 	  39 	  21 	  20 	  11 	  10 	  28 	  24 	  10 	  18 	 
 f2 		 31 	  38 	  15 	  23 	  22 	  25 	  17 	  27 	  14 	  21 	 
 f3 		 42 	  26 	  16 	  23 	  18 	  19 	  12 	  10 	  13 	  20 	 
 f4 		 37 	  45 	  23 	  10 	  21 	  25 	  23 	  15 	  23 	  19 	 
 f5 		 36 	  48 	  19 	  16 	  26 	  20 	  29 	  28 	  14 	  26 	 
 f6 		 34 	  45 	  14 	  10 	  17 	  18 	  28 	  27 	  28 	  15 	 
 f7 		 48 	  41 	  17 	  10 	  25 	  14 	  12 	  10 	  28 	  16 	 
 f8 		 29 	  44 	  18 	  16 	  12 	  23 	  13 	  25 	  12 	  22 	  ; 

 param 		 demand: 
		1 	 2 	 3 	 4 	 5 	 6 	 7 	 8 	 9 	 10 	  	 := 
 B1 		 15 	  12 	  26 	  25 	  21 	  28 	  20 	  28 	  28 	  24 	 
 B2 		 19 	  10 	  24 	  20 	  23 	  23 	  22 	  20 	  24 	  28 	 
 B3 		 8 	  20 	  22 	  19 	  25 	  26 	  21 	  26 	  20 	  25 	 
 B4 		 20 	  12 	  21 	  19 	  28 	  28 	  28 	  19 	  26 	  26 	 
 B5 		 15 	  17 	  21 	  18 	  26 	  24 	  24 	  23 	  21 	  20 	  ; 

 param: 	 CONTRACTPOOLS: 	 duration  :=
 		 pl1 		 2
 		 pl2 		 5
 		 pl3 		 5
 		 pl4 		 2
 		 pl5 		 5
 		 pl6 		 5 ; 

 param:    capacity := 
 pl1 		 42
 pl2 		 63
 pl3 		 42
 pl4 		 51
 pl5 		 55
 pl6 		 42
 pl7 		 120
 pl8 		 120
 pl9 		 109
 pl10 		 96
 f1 		 234
 f2 		 120
 f3 		 168
 f4 		 120
 f5 		 147
 f6 		 168
 f7 		 234
 f8 		 300
 B1 		 64
 B2 		 70
 B3 		 64
 B4 		 70
 B5 		 70 ; 

 param 		 speclevel:
 		sp1 	 sp2 	 sp3 	 sp4 	  := 
 f1 		 0.57 	 0.51 	 0.62 	 0.74 	 
 f2 		 0.72 	 0.37 	 0.54 	 0.69 	 
 f3 		 0.21 	 0.40 	 0.57 	 0.73 	 
 f4 		 0.69 	 0.55 	 0.60 	 0.50 	 
 f5 		 0.46 	 0.33 	 0.62 	 0.54 	 
 f6 		 0.59 	 0.43 	 0.68 	 0.66 	 
 f7 		 0.39 	 0.32 	 0.61 	 0.41 	 
 f8 		 0.68 	 0.72 	 0.25 	 0.65 	  ; 

 param:   ARCS: 		 flowlbd 	 varcost  :=
  		 [f1,pl2] 		 6 	 14
  		 [f1,pl6] 		 8 	 13
  		 [f2,pl2] 		 5 	 11
  		 [f2,pl5] 		 7 	 9
  		 [f3,pl1] 		 8 	 16
  		 [f3,pl2] 		 8 	 13
  		 [f3,pl4] 		 8 	 16
  		 [f3,pl5] 		 5 	 10
  		 [f3,pl6] 		 7 	 15
  		 [f4,pl2] 		 7 	 17
  		 [f4,pl5] 		 7 	 14
  		 [f4,pl6] 		 7 	 17
  		 [f5,pl1] 		 8 	 10
  		 [f5,pl2] 		 8 	 17
  		 [f5,pl3] 		 7 	 17
  		 [f5,pl4] 		 8 	 12
  		 [f5,pl5] 		 8 	 12
  		 [f6,pl2] 		 6 	 17
  		 [f6,pl3] 		 5 	 10
  		 [f6,pl5] 		 5 	 14
  		 [f6,pl6] 		 9 	 9
  		 [f7,pl5] 		 9 	 11
  		 [f7,pl6] 		 9 	 16
  		 [f8,pl2] 		 9 	 13
  		 [f8,pl3] 		 5 	 11
  		 [f8,pl6] 		 5 	 17
 		 [pl1,pl7] 		 3 	 11
 		 [pl1,pl8] 		 5 	 6
 		 [pl1,pl10] 		 2 	 7
 		 [pl2,pl8] 		 2 	 10
 		 [pl2,pl10] 		 2 	 9
 		 [pl3,pl7] 		 5 	 10
 		 [pl3,pl8] 		 5 	 9
 		 [pl3,pl10] 		 5 	 5
 		 [pl4,pl7] 		 2 	 5
 		 [pl4,pl8] 		 3 	 9
 		 [pl5,pl7] 		 5 	 11
 		 [pl5,pl9] 		 5 	 9
 		 [pl5,pl10] 		 4 	 7
 		 [pl6,pl7] 		 2 	 8
 		 [pl6,pl10] 		 2 	 10
  		 [pl2,B3] 		 8 	 9
  		 [pl5,B3] 		 9 	 16
  		 [pl5,B5] 		 5 	 14
  		 [pl6,B4] 		 8 	 9
  		 [pl7,B1] 		 7 	 10
  		 [pl7,B2] 		 6 	 9
  		 [pl7,B3] 		 7 	 12
  		 [pl7,B4] 		 5 	 11
  		 [pl7,B5] 		 5 	 9
  		 [pl8,B2] 		 6 	 17
  		 [pl8,B4] 		 9 	 13
  		 [pl9,B2] 		 5 	 15
  		 [pl9,B3] 		 6 	 16
  		 [pl9,B4] 		 9 	 16
  		 [pl9,B5] 		 5 	 14
  		 [pl10,B1] 		 5 	 16
  		 [pl10,B5] 		 9 	 11 ; 

 param 		 minspec:
 		sp1 	 sp2 	 sp3 	 sp4 	  := 
 B1 		 0.26 	 0.36 	 0.30 	 0.45 	 
 B2 		 0.28 	 0.36 	 0.33 	 0.44 	 
 B3 		 0.51 	 0.35 	 0.43 	 0.54 	 
 B4 		 0.44 	 0.39 	 0.51 	 0.55 	 
 B5 		 0.36 	 0.37 	 0.38 	 0.55 	  ; 

 param 		 maxspec:
 		sp1 	 sp2 	 sp3 	 sp4 	  := 
 B1 		 0.71 	 0.69 	 0.67 	 0.73 	 
 B2 		 0.67 	 0.69 	 0.66 	 0.72 	 
 B3 		 0.72 	 0.54 	 0.61 	 0.71 	 
 B4 		 0.65 	 0.55 	 0.68 	 0.69 	 
 B5 		 0.67 	 0.59 	 0.60 	 0.70 	  ; 
