data;

 param time := 15 ;

 param netTime := 10 ;

 param Warmup := 2 ;

 set SPECS := sp1  sp2  sp3  sp4   ; 

 set INPUTS := f1  f2  f3  f4  f5  f6  f7  f8   ; 

 param:    POOLS:   fixcost  :=
 	 pl1 	 139
 	 pl2 	 137
 	 pl3 	 137
 	 pl4 	 113
 	 pl5 	 119
 	 pl6 	 113
 	 pl7 	 120
 	 pl8 	 115
 	 pl9 	 133
 	 pl10 	 115 ; 

 param:   BLENDS:   revenue   initialinv  :=
  	 B1  	  41 		 28
  	 B2  	  46 		 24
  	 B3  	  49 		 30
  	 B4  	  40 		 21
  	 B5  	  41 		 36 ; 

 param 			 prodrate: 
		1 	 2 	 3 	 4 	 5 	 6 	 7 	 8 	 9 	 10 	 11 	 12 	 13 	 14 	 15 	  	 := 
 f1 		 36 	  33 	  39 	  39 	  17 	  24 	  11 	  29 	  25 	  24 	  23 	  11 	  18 	  26 	  14 	 
 f2 		 32 	  29 	  32 	  44 	  11 	  27 	  11 	  17 	  29 	  26 	  10 	  22 	  28 	  20 	  25 	 
 f3 		 34 	  42 	  46 	  47 	  10 	  27 	  13 	  29 	  10 	  27 	  10 	  21 	  21 	  25 	  17 	 
 f4 		 32 	  41 	  47 	  33 	  17 	  28 	  14 	  13 	  16 	  13 	  18 	  10 	  16 	  20 	  26 	 
 f5 		 37 	  46 	  49 	  44 	  15 	  23 	  14 	  12 	  22 	  16 	  16 	  17 	  11 	  11 	  22 	 
 f6 		 45 	  33 	  27 	  39 	  21 	  10 	  12 	  17 	  18 	  20 	  26 	  12 	  13 	  14 	  22 	 
 f7 		 46 	  45 	  46 	  45 	  19 	  28 	  23 	  23 	  25 	  23 	  11 	  23 	  20 	  29 	  18 	 
 f8 		 29 	  28 	  47 	  37 	  27 	  27 	  25 	  24 	  11 	  14 	  19 	  24 	  29 	  12 	  13 	  ; 

 param 		 demand: 
		1 	 2 	 3 	 4 	 5 	 6 	 7 	 8 	 9 	 10 	 11 	 12 	 13 	 14 	 15 	  	 := 
 B1 		 19 	  9 	  13 	  13 	  25 	  23 	  21 	  20 	  26 	  25 	  26 	  26 	  25 	  22 	  26 	 
 B2 		 11 	  13 	  13 	  21 	  25 	  21 	  27 	  18 	  22 	  21 	  25 	  21 	  26 	  20 	  18 	 
 B3 		 21 	  9 	  18 	  15 	  29 	  18 	  18 	  23 	  25 	  25 	  25 	  19 	  23 	  27 	  28 	 
 B4 		 9 	  12 	  20 	  13 	  20 	  25 	  24 	  19 	  28 	  27 	  19 	  19 	  18 	  24 	  24 	 
 B5 		 18 	  18 	  9 	  9 	  18 	  20 	  23 	  25 	  29 	  28 	  21 	  27 	  29 	  28 	  25 	  ; 

 param: 	 CONTRACTPOOLS: 	 duration  :=
 		 pl1 		 2
 		 pl2 		 2
 		 pl3 		 2 ; 

 param:    capacity := 
 pl1 		 92
 pl2 		 92
 pl3 		 85
 pl4 		 200
 pl5 		 182
 pl6 		 160
 pl7 		 187
 pl8 		 125
 pl9 		 182
 pl10 		 170
 f1 		 153
 f2 		 234
 f3 		 300
 f4 		 96
 f5 		 120
 f6 		 120
 f7 		 147
 f8 		 147
 B1 		 95
 B2 		 64
 B3 		 64
 B4 		 95
 B5 		 64 ; 

 param 		 speclevel:
 		sp1 	 sp2 	 sp3 	 sp4 	  := 
 f1 		 0.36 	 0.58 	 0.70 	 0.58 	 
 f2 		 0.68 	 0.29 	 0.64 	 0.24 	 
 f3 		 0.72 	 0.39 	 0.43 	 0.70 	 
 f4 		 0.49 	 0.69 	 0.53 	 0.63 	 
 f5 		 0.70 	 0.44 	 0.66 	 0.26 	 
 f6 		 0.43 	 0.24 	 0.35 	 0.31 	 
 f7 		 0.73 	 0.40 	 0.27 	 0.45 	 
 f8 		 0.25 	 0.46 	 0.37 	 0.50 	  ; 

 param:   ARCS: 		 flowlbd 	 varcost  :=
  		 [f1,pl2] 		 7 	 13
  		 [f1,pl3] 		 7 	 11
  		 [f2,pl1] 		 5 	 9
  		 [f2,pl2] 		 9 	 15
  		 [f2,pl3] 		 9 	 17
  		 [f3,pl1] 		 9 	 13
  		 [f3,pl2] 		 5 	 9
  		 [f3,pl3] 		 7 	 9
  		 [f4,pl1] 		 6 	 14
  		 [f4,pl2] 		 6 	 12
  		 [f4,pl3] 		 9 	 17
  		 [f5,pl1] 		 9 	 13
  		 [f5,pl2] 		 6 	 17
  		 [f6,pl2] 		 9 	 13
  		 [f6,pl3] 		 7 	 17
  		 [f7,pl1] 		 8 	 13
  		 [f7,pl2] 		 9 	 12
  		 [f8,pl1] 		 8 	 9
  		 [f8,pl3] 		 8 	 13
 		 [pl1,pl4] 		 3 	 5
 		 [pl1,pl5] 		 2 	 5
 		 [pl1,pl6] 		 3 	 9
 		 [pl1,pl7] 		 5 	 5
 		 [pl1,pl9] 		 5 	 11
 		 [pl1,pl10] 		 2 	 11
 		 [pl2,pl7] 		 4 	 10
 		 [pl3,pl4] 		 3 	 5
 		 [pl3,pl5] 		 4 	 9
 		 [pl3,pl6] 		 5 	 8
 		 [pl3,pl8] 		 5 	 7
 		 [pl3,pl9] 		 4 	 9
 		 [pl3,pl10] 		 5 	 7
		 [pl4,B1]		 3	 13	
		 [pl4,B4]		 6	 17
  		 [pl5,B2] 		 7 	 15
  		 [pl5,B3] 		 5 	 15
  		 [pl5,B4] 		 8 	 10
  		 [pl6,B2] 		 8 	 9
  		 [pl6,B3] 		 8 	 15
  		 [pl6,B4] 		 9 	 17
  		 [pl6,B5] 		 7 	 12
  		 [pl7,B1] 		 6 	 9
  		 [pl7,B3] 		 7 	 11
  		 [pl7,B5] 		 8 	 17
  		 [pl8,B2] 		 5 	 13
  		 [pl8,B5] 		 5 	 11
  		 [pl9,B1] 		 7 	 14
  		 [pl9,B3] 		 9 	 9
  		 [pl9,B5] 		 9 	 9
  		 [pl10,B2] 		 7 	 10 ; 

 param 		 minspec:
 		sp1 	 sp2 	 sp3 	 sp4 	  := 
 B1 		 0.32 	 0.30 	 0.30 	 0.29 	 
 B2 		 0.28 	 0.24 	 0.28 	 0.25 	 
 B3 		 0.43 	 0.36 	 0.33 	 0.38 	 
 B4 		 0.38 	 0.34 	 0.29 	 0.30 	 
 B5 		 0.33 	 0.24 	 0.32 	 0.28 	  ; 

 param 		 maxspec:
 		sp1 	 sp2 	 sp3 	 sp4 	  := 
 B1 		 0.71 	 0.65 	 0.69 	 0.69 	 
 B2 		 0.69 	 0.68 	 0.70 	 0.67 	 
 B3 		 0.64 	 0.58 	 0.60 	 0.55 	 
 B4 		 0.63 	 0.56 	 0.60 	 0.59 	 
 B5 		 0.64 	 0.57 	 0.66 	 0.59 	  ; 
