data;

 param time := 15 ;

 param Warmup := 2 ;

 set SPECS := sp1  sp2  sp3  sp4   ; 

 set INPUTS := f1  f2  f3  f4  f5  f6  f7  f8   ; 

 param:    POOLS:   fixcost  :=
 	 pl1 	 137
 	 pl2 	 115
 	 pl3 	 145
 	 pl4 	 140
 	 pl5 	 126
 	 pl6 	 128
 	 pl7 	 129
 	 pl8 	 124
 	 pl9 	 121
 	 pl10 	 122 ; 

 param:   BLENDS:   revenue   initialinv  :=
  	 B1  	  41 		 36
  	 B2  	  42 		 33
  	 B3  	  48 		 21
  	 B4  	  49 		 17
  	 B5  	  40 		 21 ; 

 param 			 prodrate: 
		1 	 2 	 3 	 4 	 5 	 6 	 7 	 8 	 9 	 10 	 11 	 12 	 13 	 14 	 15 	  	 := 
 f1 		 46 	  48 	  40 	  49 	  45 	  36 	  22 	  21 	  29 	  27 	  15 	  22 	  27 	  20 	  29 	 
 f2 		 34 	  42 	  33 	  42 	  49 	  42 	  24 	  26 	  18 	  28 	  28 	  28 	  27 	  27 	  20 	 
 f3 		 45 	  49 	  37 	  41 	  37 	  45 	  23 	  14 	  14 	  10 	  21 	  20 	  15 	  15 	  27 	 
 f4 		 32 	  42 	  34 	  43 	  39 	  43 	  26 	  18 	  22 	  28 	  24 	  26 	  22 	  26 	  26 	 
 f5 		 40 	  41 	  38 	  35 	  33 	  44 	  12 	  27 	  29 	  11 	  23 	  25 	  12 	  29 	  21 	 
 f6 		 27 	  44 	  47 	  46 	  37 	  35 	  14 	  18 	  12 	  20 	  24 	  28 	  22 	  25 	  17 	 
 f7 		 39 	  26 	  48 	  25 	  33 	  36 	  11 	  11 	  16 	  16 	  11 	  20 	  21 	  14 	  17 	 
 f8 		 49 	  32 	  33 	  46 	  37 	  34 	  29 	  15 	  10 	  19 	  29 	  21 	  29 	  25 	  14 	  ; 

 param 		 demand: 
		1 	 2 	 3 	 4 	 5 	 6 	 7 	 8 	 9 	 10 	 11 	 12 	 13 	 14 	 15 	  	 := 
 B1 		 19 	  17 	  20 	  21 	  12 	  12 	  26 	  21 	  29 	  20 	  29 	  22 	  18 	  29 	  26 	 
 B2 		 12 	  21 	  12 	  14 	  13 	  17 	  19 	  26 	  26 	  26 	  21 	  23 	  21 	  20 	  28 	 
 B3 		 10 	  11 	  14 	  9 	  10 	  16 	  21 	  27 	  18 	  20 	  27 	  29 	  29 	  29 	  27 	 
 B4 		 8 	  9 	  20 	  14 	  17 	  18 	  20 	  25 	  29 	  23 	  18 	  23 	  22 	  18 	  28 	 
 B5 		 9 	  12 	  15 	  19 	  10 	  19 	  23 	  23 	  22 	  25 	  23 	  21 	  22 	  28 	  24 	  ; 

 param: 	 CONTRACTPOOLS: 	 duration  :=
 		 pl1 		 2
 		 pl2 		 5
 		 pl3 		 2
 		 pl4 		 5
 		 pl5 		 8 ; 

 param:    capacity := 
 pl1 		 85
 pl2 		 92
 pl3 		 70
 pl4 		 85
 pl5 		 92
 pl6 		 137
 pl7 		 150
 pl8 		 125
 pl9 		 200
 pl10 		 150
 f1 		 234
 f2 		 196
 f3 		 171
 f4 		 273
 f5 		 273
 f6 		 178
 f7 		 350
 f8 		 140
 B1 		 70
 B2 		 82
 B3 		 73
 B4 		 64
 B5 		 70 ; 

 param 		 speclevel:
 		sp1 	 sp2 	 sp3 	 sp4 	  := 
 f1 		 0.29 	 0.21 	 0.49 	 0.62 	 
 f2 		 0.64 	 0.36 	 0.62 	 0.62 	 
 f3 		 0.60 	 0.27 	 0.43 	 0.61 	 
 f4 		 0.27 	 0.33 	 0.28 	 0.38 	 
 f5 		 0.62 	 0.31 	 0.51 	 0.65 	 
 f6 		 0.53 	 0.47 	 0.28 	 0.63 	 
 f7 		 0.36 	 0.33 	 0.35 	 0.71 	 
 f8 		 0.43 	 0.30 	 0.60 	 0.72 	  ; 

 param:   ARCS: 		 flowlbd 	 varcost  :=
  		 [f1,pl1] 		 7 	 15
  		 [f1,pl2] 		 8 	 14
  		 [f1,pl5] 		 6 	 9
  		 [f2,pl1] 		 9 	 10
  		 [f2,pl2] 		 5 	 9
  		 [f2,pl3] 		 6 	 16
  		 [f3,pl1] 		 9 	 16
  		 [f3,pl2] 		 7 	 13
  		 [f3,pl4] 		 8 	 16
  		 [f4,pl1] 		 8 	 10
  		 [f4,pl2] 		 8 	 13
  		 [f4,pl3] 		 5 	 13
  		 [f4,pl4] 		 8 	 13
  		 [f4,pl5] 		 9 	 12
  		 [f5,pl1] 		 6 	 10
  		 [f5,pl2] 		 7 	 9
  		 [f5,pl5] 		 7 	 13
  		 [f6,pl1] 		 7 	 11
  		 [f6,pl5] 		 7 	 12
  		 [f7,pl1] 		 9 	 13
  		 [f7,pl5] 		 8 	 16
  		 [f8,pl2] 		 9 	 9
  		 [f8,pl4] 		 5 	 10
  		 [f8,pl5] 		 5 	 13
 		 [pl1,pl7] 		 4 	 9
 		 [pl1,pl8] 		 3 	 7
 		 [pl1,pl9] 		 3 	 11
 		 [pl1,pl10] 		 2 	 6
 		 [pl2,pl6] 		 4 	 11
 		 [pl2,pl7] 		 3 	 9
 		 [pl2,pl10] 		 5 	 5
 		 [pl3,pl7] 		 4 	 8
 		 [pl3,pl10] 		 5 	 11
 		 [pl4,pl6] 		 5 	 7
 		 [pl4,pl8] 		 2 	 7
 		 [pl4,pl9] 		 3 	 10
 		 [pl4,pl10] 		 5 	 11
 		 [pl5,pl7] 		 4 	 11
 		 [pl5,pl8] 		 2 	 8
 		 [pl5,pl10] 		 2 	 8
  		 [pl3,B4] 		 8 	 14
		 [pl6,B4]		 7	 12
  		 [pl7,B2] 		 5 	 12
  		 [pl7,B3] 		 7 	 13
  		 [pl7,B5] 		 8 	 11
  		 [pl8,B1] 		 6 	 13
  		 [pl8,B2] 		 9 	 17
  		 [pl8,B3] 		 9 	 14
  		 [pl8,B5] 		 8 	 15
  		 [pl9,B4] 		 6 	 16
  		 [pl9,B5] 		 7 	 14
  		 [pl10,B1] 		 7 	 9
  		 [pl10,B3] 		 8 	 12
  		 [pl10,B5] 		 9 	 11 ; 


 param 		 minspec:
 		sp1 	 sp2 	 sp3 	 sp4 	  := 
 B1 		 0.32 	 0.23 	 0.35 	 0.45 	 
 B2 		 0.33 	 0.24 	 0.32 	 0.43 	 
 B3 		 0.41 	 0.25 	 0.42 	 0.57 	 
 B4 		 0.38 	 0.29 	 0.38 	 0.45 	 
 B5 		 0.42 	 0.25 	 0.41 	 0.54 	  ; 

 param 		 maxspec:
 		sp1 	 sp2 	 sp3 	 sp4 	  := 
 B1 		 0.62 	 0.43 	 0.61 	 0.72 	 
 B2 		 0.61 	 0.46 	 0.60 	 0.71 	 
 B3 		 0.55 	 0.35 	 0.55 	 0.68 	 
 B4 		 0.53 	 0.39 	 0.49 	 0.66 	 
 B5 		 0.55 	 0.35 	 0.55 	 0.69 	  ; 

